User Group,Scenario (Stimulus),Query,Query Scope,Query Purpose,Response Format,Information Feature 1,Information Feature 2,Information Feature 3
End-user,25 GUIs from Dataset,Isnt it robbing my personal information?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Is it free?,App-level,Inform,Binary,Metadata,,
End-user,25 GUIs from Dataset,Is there a random selection of preferable choices after learning my preferences?,App-level,Inform,Binary,Usage,,
End-user,25 GUIs from Dataset,can i use the apps offline?,App-level,Inform,Binary,Metadata,Sensor,
End-user,25 GUIs from Dataset,Can I enlarge the app window,App-level,Inform,Binary,Page,,
End-user,25 GUIs from Dataset,is there a playlist,UI-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,is there a library,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,i there a history,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,is there a private mode,UI-level,Inform,Binary,Functionality,Privacy,
End-user,25 GUIs from Dataset,where can i change user,UI-level,Find,Image,Functionality,,
End-user,25 GUIs from Dataset,Is there a customer service option with this app?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Does the app contain ads?,App-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,Have there been technical issues with this app?,App-level,Inform,Binary,Metadata,Functionality,
End-user,25 GUIs from Dataset,What does the average user say about this app?,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,What is the background colour of this app?,App-level,Inform,Image,Design,,
End-user,25 GUIs from Dataset,does it have notification settings?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,does it have a shopping basket?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,does it have a share button,UI-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,does it have a favourite selection,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,does it have a video player?,UI-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,Can you show me all the image search apps?,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,What apps are the dating apps?,Dataset-level,Filter,Textual,Functionality,,
End-user,25 GUIs from Dataset,Which apps are the music apps?,Dataset-level,Filter,Textual,Functionality,,
End-user,25 GUIs from Dataset,Can you show me what my most used apps are?,Dataset-level,Filter,Image,Usage,,
End-user,25 GUIs from Dataset,What apps are currently using my location?,Dataset-level,Filter,Textual,Sensor,Privacy,
Designer,25 GUIs from Dataset,Where do you want to have a search bar?,UI-level,Suggest,Image,Element,,
Designer,25 GUIs from Dataset,Do you want to have login site?,App-level,Suggest,Binary,Page,,
Designer,25 GUIs from Dataset,Do you want to add advertisments?,UI-level,Suggest,Binary,Element,,
Designer,25 GUIs from Dataset,Do you want to add bar with opinion?,UI-level,Suggest,Binary,Element,,
Designer,25 GUIs from Dataset,Which colours do you want to use?,UI-level,Suggest,Image,Design,,
Designer,25 GUIs from Dataset,What color should dominate?,UI-level,Suggest,Image,Design,,
Designer,25 GUIs from Dataset,What shapes should dominate?,UI-level,Suggest,Image,Design,,
Designer,25 GUIs from Dataset,What features UI should have (f.e. animations etc.)?,UI-level,Suggest,Textual,Design,,
Designer,25 GUIs from Dataset,Does agent suggest any font?,UI-level,Suggest,Textual,Design,,
Designer,25 GUIs from Dataset,Will users have diffirent options off website layouts?,App-level,Inform,Binary,Page,,
Designer,25 GUIs from Dataset,Should Icons be on a larger or smaller scale?,UI-level,Inform,Textual,Design,,
Designer,25 GUIs from Dataset,What dimensions do the images require?,UI-level,Inform,Numeric,Design,,
Designer,25 GUIs from Dataset,Will people be able to interact through this applicayion?,App-level,Inform,Binary,Functionality,,
Designer,25 GUIs from Dataset,What is the purpose of this application?,App-level,Inform,Textual,Metadata,,
Designer,25 GUIs from Dataset,Can you show me previously used security code tab?,App-level,Find,Image,Element,Usage,
Designer,25 GUIs from Dataset,Can you show some search bar examples?,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Show me the menu links.,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Tell me about a particular section.,App-level,Inform,Textual,Page,,
Designer,25 GUIs from Dataset,The numerical tones used in this palette.,UI-level,Inform,Numeric,Design,,
Designer,25 GUIs from Dataset,Search for something specific with the app.,App-level,Execute,Textual,Functionality,,
Designer,25 GUIs from Dataset,Show me security features,Dataset-level,Filter,Image,Privacy,,
Designer,25 GUIs from Dataset,Show me menus,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Show me popular colours,Dataset-level,Filter,Image,Metadata,Design,
Designer,25 GUIs from Dataset,Show me content pages,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,Show me settings,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,show me icons,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,show me mobile templates,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,show me stock images,Dataset-level,Filter,Image,Design,Element,
Designer,25 GUIs from Dataset,show me map options,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,show me email communication,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,Show me a specific category of apps,Dataset-level,Filter,Image,Metadata,,
Designer,25 GUIs from Dataset,Find (some text or some feature),UI-level,Find,Image,Element,,
Designer,25 GUIs from Dataset,Find a similiar image,Dataset-level,Filter,Image,Design,Element,
Designer,25 GUIs from Dataset,Show me a certain feature,App-level,Find,Image,Functionality,,
Designer,25 GUIs from Dataset,What features would you want to have there?,UI-level,Suggest,Textual,Functionality,,
Designer,25 GUIs from Dataset,Make searching box more visible?,UI-level,Suggest,Binary,Element,,
Designer,25 GUIs from Dataset,What add to the main page?,UI-level,Suggest,Textual,Page,,
Designer,25 GUIs from Dataset,Show me UI's of verification pages,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,Show me UI's that contains videos,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Show me UI's of social media apps,Dataset-level,Filter,Image,Functionality,,
Designer,25 GUIs from Dataset,Show me UI's with text pages,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,Show me UI's with user informations,Dataset-level,Filter,Image,Usage,,
Designer,25 GUIs from Dataset,what is the purpose of the software we're designing,App-level,Inform,Textual,Metadata,,
"Designer,25 GUIs from Dataset,""in that regard, what are the most used features in the competing app"",App-level,Inform,Textual,Metadata,Usage,"
Designer,25 GUIs from Dataset,how much time are we limited to,App-level,Inform,Numeric,Metadata,,
Designer,25 GUIs from Dataset,what is our age range,App-level,Inform,Numeric,Metadata,,
Designer,25 GUIs from Dataset,what style are we going for,App-level,Inform,Image,Design,,
Designer,25 GUIs from Dataset,How to create user accounts?,UI-level,Educate,Textual,Functionality,,
Designer,25 GUIs from Dataset,How to create a shopping basket?,UI-level,Educate,Textual,Functionality,,
Designer,25 GUIs from Dataset,Show me (subject) app UI design,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,What components are present in location design?,App-level,Find,Image,Element,,
Designer,25 GUIs from Dataset,Show me list of location design,App-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Mobile menu inspiration,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Maybe I will add profile photos?,UI-level,Suggest,Binary,Element,,
Designer,25 GUIs from Dataset,Why not add a usernames?,UI-level,Suggest,Binary,Element,,
Designer,25 GUIs from Dataset,can add the ability to add to friends?,UI-level,Inform,Binary,Functionality,,
Designer,25 GUIs from Dataset,why don't we add a different background color?,UI-level,Inform,Textual,Design,,
"Designer,25 GUIs from Dataset,""maybe we will give you options to choose the type of profiles (e.g. business, fun, etc.)?"",App-level,Inform,Textual,Functionality,,"
"Designer,25 GUIs from Dataset,""Show me UIs of """"X"""" category"",Dataset-level,Filter,Image,Metadata,,"
Designer,25 GUIs from Dataset,Filter them by popularity/star rating,Dataset-level,Filter,Image,Metadata,,
Designer,25 GUIs from Dataset,Show me all login pages side by side,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,Show me all menu side by side,Dataset-level,Filter,Image,Element,,
Designer,25 GUIs from Dataset,Can you show me the latest designs?,Dataset-level,Filter,Image,Metadata,Design,
Designer,25 GUIs from Dataset,Can you show me the least popular designs?,Dataset-level,Filter,Image,Metadata,Design,
Designer,25 GUIs from Dataset,Can you show me designs with a night mode?,Dataset-level,Filter,Image,Design,,
Designer,25 GUIs from Dataset,Can yo show me UIs that are created for video-watching?,Dataset-level,Filter,Image,Functionality,,
Designer,25 GUIs from Dataset,Can you show me different UIs designed for navigation apps?,Dataset-level,Filter,Image,Functionality,,
Designer,25 GUIs from Dataset,similar categories,Dataset-level,Filter,Textual,Metadata,,
Designer,25 GUIs from Dataset,specific page of each app,Dataset-level,Filter,Image,Page,,
Designer,25 GUIs from Dataset,colour palettes,Dataset-level,Filter,Image,Design,,
Designer,25 GUIs from Dataset,target audience,App-level,Inform,Textual,Metadata,,
Designer,25 GUIs from Dataset,number of downloads,App-level,Inform,Numeric,Metadata,,
Designer,25 GUIs from Dataset,How can I change tha languange?,App-level,Educate,Textual,Localisation,,
Designer,25 GUIs from Dataset,How can I delete the app?,App-level,Educate,Textual,Functionality,,
Designer,25 GUIs from Dataset,How can I join the community?,App-level,Educate,Textual,Functionality,,
Designer,25 GUIs from Dataset,How can I delete my profile?,App-level,Educate,Textual,Functionality,,
"Designer,25 GUIs from Dataset,""""""What are the most created catgories?"""""",Dataset-level,Filter,Textual,Metadata,,"
"Designer,25 GUIs from Dataset,""""""How many screen to access the login page on average?"""""",Dataset-level,Inform,Numeric,Usage,,"
"Designer,25 GUIs from Dataset,""""""What are the most used colors in UIs?"""""",Dataset-level,Filter,Image,Design,Usage,"
"Designer,25 GUIs from Dataset,""""""How many pages have the app on average?"""""",Dataset-level,Inform,Numeric,Page,,"
"Designer,25 GUIs from Dataset,""""""Are the images used in X design all stock images?"""""",App-level,Inform,Binary,Design,,"
Designer,25 GUIs from Dataset,can you show me the password to enter in the .... ?,UI-level,Inform,Textual,Element,,
End-user,25 GUIs from Dataset,show me all apps about shopping,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,show me all apps with a map,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,show me all fitness apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Whats the purpose of the application?,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,Is there a search function?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Does the application have content filtering options?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Can i find my search history in the application?,App-level,Inform,Binary,Usage,,
End-user,25 GUIs from Dataset,Can I save the content that interests me in the application?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Does the navigation bar follow the content being viewed?,UI-level,Inform,Binary,Functionality,Element,
End-user,25 GUIs from Dataset,Is it possible to disable notifications?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Is there a zoom option or text enlarge option,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Is there compatibility across all devices,App-level,Inform,Binary,Compatibility,,
End-user,25 GUIs from Dataset,How do the features of this compare to similar programs,App-level,Inform,Textual,Functionality,,
End-user,25 GUIs from Dataset,Can folders be created for better organization,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,What type of data is shared,App-level,Inform,Textual,Privacy,,
End-user,25 GUIs from Dataset,Which UIs are more power hungry for the phone?,Dataset-level,Filter,Image,Metadata,Sensor,
End-user,25 GUIs from Dataset,What apps support dark mode?,Dataset-level,Filter,Image,Design,,
End-user,25 GUIs from Dataset,What apps support widgets.,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,find all apps that use my camera,Dataset-level,Filter,Image,Sensor,,
End-user,25 GUIs from Dataset,show me all apps related to tv and movies,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,show me all cooking apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,show me all apps with a navigation bar,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,find all apps with a black background,Dataset-level,Filter,Image,Design,,
End-user,25 GUIs from Dataset,Show me all the apps with Contact pages?,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Show me all the apps that have maps GUI's?,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all the apps login pages?,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Can you show me apps that have calendar features on?,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me the checkout pages of all apps?,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,show me all the apps,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Does it require access to the user location?,App-level,Inform,Binary,Sensor,,
End-user,25 GUIs from Dataset,Does it have access to the microphone?,App-level,Inform,Binary,Sensor,,
End-user,25 GUIs from Dataset,Can you show me all the apps with a map?,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Can you show me all the apps that sell products?,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Can you show me all the apps with a search bar?,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all applications with a search bar?,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all applications with bright colors?,Dataset-level,Filter,Image,Design,,
End-user,25 GUIs from Dataset,Show me all applications where i can make lists?,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me all applications with push notifications?,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me all applications that allow the users to give feedback?,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me the applications which don't need internet,Dataset-level,Filter,Image,Sensor,,
End-user,25 GUIs from Dataset,Show me the applications which I have an account on,Dataset-level,Filter,Image,Usage,,
End-user,25 GUIs from Dataset,Showing me the applications that help me shopping,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me the applications that I can edit pictures,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me the applications that I can take notes,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me other similar apps,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Show me the assesment of other ussers,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,Show me the new updates,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,Show me if you have access to the camera,App-level,Inform,Binary,Sensor,,
End-user,25 GUIs from Dataset,Show me if you have access to my contacts,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,can the app show me past searches?,App-level,Inform,Binary,Usage,,
End-user,25 GUIs from Dataset,Can you show me the apps with login windows?,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Show me the apps that contain videos.,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me the apps containing maps.,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all apps with a navigation menu.,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show instant messaging apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show social media apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show me news apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show food delivery apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show my gaming apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Do I need an account to use the app?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Does it have a night/dark mode?,App-level,Inform,Binary,Design,,
End-user,25 GUIs from Dataset,What are the filter catergories?,Dataset-level,Inform,Textual,Functionality,,
End-user,25 GUIs from Dataset,Wich permissions does the app require?,App-level,Inform,Textual,Privacy,,
End-user,25 GUIs from Dataset,Does it need Internet connection to work?,App-level,Inform,Binary,Sensor,,
End-user,25 GUIs from Dataset,Can I connect other devices to this app,App-level,Inform,Binary,Compatibility,,
End-user,25 GUIs from Dataset,Who developed this app,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,Show me all apps which need internet access,Dataset-level,Filter,Image,Sensor,,
End-user,25 GUIs from Dataset,Do you have a more advanced search bar?,UI-level,Suggest,Image,Element,,
End-user,25 GUIs from Dataset,Can you go back to the shopping list?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Can you use a simple search bar,UI-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,will it use location to help with your searches,App-level,Inform,Binary,Functionality,Sensor,
End-user,25 GUIs from Dataset,can you save previous searches,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,How many entertainment apps do I have,Dataset-level,Filter,Numeric,Metadata,,
End-user,25 GUIs from Dataset,Which apps don’t I tend to use,Dataset-level,Filter,Textual,Usage,,
End-user,25 GUIs from Dataset,Which apps have a search bar,Dataset-level,Filter,Textual,Element,,
End-user,25 GUIs from Dataset,Which apps have a map feature,Dataset-level,Filter,Textual,Element,,
End-user,25 GUIs from Dataset,Which apps use my location,Dataset-level,Filter,Textual,Sensor,Privacy,
End-user,25 GUIs from Dataset,Does the app keep track of my location?,Dataset-level,Inform,Binary,Sensor,Privacy,
End-user,25 GUIs from Dataset,Does the app have sound effects?,Dataset-level,Inform,Binary,Design,,
End-user,25 GUIs from Dataset,Can the app inform me about daily news and whether?,Dataset-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,What is the best feature of the application?,Dataset-level,Suggest,Textual,Functionality,,
"End-user,25 GUIs from Dataset,""Does it have a """"colourblind"""" mode?"",App-level,Inform,Binary,Accessibility,,"
"End-user,25 GUIs from Dataset,""Does it have a """"spoken text"""" feature?"",App-level,Inform,Binary,Accessibility,,"
"End-user,25 GUIs from Dataset,""Does it have a """"favourites"""" tab?"",App-level,Inform,Binary,Element,,"
End-user,25 GUIs from Dataset,Does it have secure payment?,App-level,Inform,Binary,Functionality,Metadata,
End-user,25 GUIs from Dataset,Which apps have favourite sections,Dataset-level,Filter,Textual,Page,,
End-user,25 GUIs from Dataset,Which apps are able to access my information,Dataset-level,Filter,Textual,Privacy,,
End-user,25 GUIs from Dataset,Which app has the highest/lowest score?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Which app has the highest dowload quantity?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Which apps require me to login?,Dataset-level,Filter,Textual,Privacy,,
End-user,25 GUIs from Dataset,Show me the apps that are using my location/camera/mic access.,Dataset-level,Filter,Image,Sensor,Privacy,
End-user,25 GUIs from Dataset,Does the site record my informstion?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Can I use the ghost navigation?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Where is my account?,App-level,Find,Image,Page,,
End-user,25 GUIs from Dataset,Where is the rating of the site?,App-level,Find,Image,Metadata,,
End-user,25 GUIs from Dataset,Can I save my preference?,UI-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Show me apps weather apps.,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,I need to see apps with search bars.,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me apps with maps.,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Which apps have note taking abilities?,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me gaming apps.,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Is the navigation menu on this app easy to understand?,App-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,Are the features of this app unique?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Does this app have a search bar?,App-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,how often does this app need an updating?,App-level,Inform,Numeric,Metadata,,
End-user,25 GUIs from Dataset,Is this app easy to use?,App-level,Inform,Binary,Accessibility,,
End-user,25 GUIs from Dataset,why should i download this app?,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,will it use m current position?,App-level,Inform,Binary,Sensor,Privacy,
End-user,25 GUIs from Dataset,does it have profile options?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,show me most popular shopping UI,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,find green themed sport app,Dataset-level,Filter,Image,Metadata,Design,
End-user,25 GUIs from Dataset,Select apps that require access to Location data.,Dataset-level,Filter,Image,Sensor,Privacy,
End-user,25 GUIs from Dataset,Select apps with dark background.,Dataset-level,Filter,Image,Design,,
End-user,25 GUIs from Dataset,Select apps that require to create a user account.,Dataset-level,Filter,Image,Privacy,,
End-user,25 GUIs from Dataset,Select apps that have a Shop feature.,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Select apps that have offline mode.,Dataset-level,Filter,Image,Functionality,Sensor,
End-user,25 GUIs from Dataset,Show me all apps using Polish or French,Dataset-level,Filter,Image,Localisation,,
End-user,25 GUIs from Dataset,Show me all apps for Fitness,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Which of these apps can show me the weather forecast,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me all shopping apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show me the apps with weather in them,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me all apps that play videos,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me all apps with maps,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me apps with side menu,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all shopping apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show me notifaction apps,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,show me the list views,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,show me login page examples,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,show me popup examples,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,show me splash screens,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,Does it have a search bar?,UI-level,Inform,Binary,Element,,
Developer,25 GUIs from Dataset,Does it have a navigation bar?,UI-level,Inform,Binary,Element,,
Developer,25 GUIs from Dataset,Does it have a log in page?,App-level,Inform,Binary,Page,,
Developer,25 GUIs from Dataset,Does it have a save feature?,App-level,Inform,Binary,Functionality,,
Developer,25 GUIs from Dataset,Does it have a settings feature?,App-level,Inform,Binary,Functionality,,
Developer,25 GUIs from Dataset,Is there a similar app,Dataset-level,Filter,Binary,Metadata,,
Developer,25 GUIs from Dataset,How much people do we need,App-level,Inform,Numeric,Metadata,,
Developer,25 GUIs from Dataset,How many hours a day do we need,App-level,Inform,Numeric,Metadata,,
Developer,25 GUIs from Dataset,What are the benefits,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,which app is best suited for me,Dataset-level,Suggest,Textual,Usage,,
End-user,25 GUIs from Dataset,how can this app be installed,App-level,Educate,Textual,Compatibility,,
End-user,25 GUIs from Dataset,how much space in laptops or phones does this app take,App-level,Inform,Numeric,Compatibility,Sensor,
End-user,25 GUIs from Dataset,is this app kid friendly also,App-level,Inform,Binary,Accessibility,,
End-user,25 GUIs from Dataset,Show me all entertainment apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show me all apps with search bar,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all apps with search filter,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Close all apps without a search bar,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show menu,UI-level,Execute,Image,Element,,
End-user,25 GUIs from Dataset,Where can I type in a question?,UI-level,Find,Image,Functionality,,
End-user,25 GUIs from Dataset,Are you planning on updating your applications?,App-level,Inform,Binary,Metadata,,
End-user,25 GUIs from Dataset,It seems dated do you have software updates?,App-level,Inform,Binary,Metadata,,
End-user,25 GUIs from Dataset,Why the particular colour scheme?,UI-level,Inform,Textual,Design,,
End-user,25 GUIs from Dataset,Does the colour scheme match your branding?,UI-level,Inform,Binary,Design,Metadata,
End-user,25 GUIs from Dataset,Which applications are paid and which are free?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Which applications require me to sign up,Dataset-level,Filter,Textual,Privacy,,
End-user,25 GUIs from Dataset,Show me my most used applications,Dataset-level,Filter,Image,Usage,,
End-user,25 GUIs from Dataset,Show me apps to watch TV,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me apps where I can buy food,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me the app with the best rating for weather forecast,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show me all apps that are free,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Show me all the gaming apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,where is the navigation,UI-level,Find,Image,Element,,
End-user,25 GUIs from Dataset,where is the shopping basket,UI-level,Find,Image,Element,,
End-user,25 GUIs from Dataset,do i have to logon,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,how do i uninstall,App-level,Inform,Textual,Metadata,,
End-user,25 GUIs from Dataset,show me UIs with dark mode,Dataset-level,Filter,Image,Design,,
End-user,25 GUIs from Dataset,show me UI with login,Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Do I need to login to access this app?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Can I create a custom recipe with this app?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Does this app have access to a map?,App-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,Does this app have a link to contact the support?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Is there a chat in this app?,App-level,Inform,Binary,Element,,
End-user,25 GUIs from Dataset,Show me all apps with video player,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all paying options,UI-level,Inform,Textual,Functionality,,
End-user,25 GUIs from Dataset,Close all apps I recently used,Dataset-level,Execute,Textual,Usage,,
End-user,25 GUIs from Dataset,Can i have a user for all the apps?,Dataset-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Can i link my google account to the app?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Can i rate the app in the end of my first try?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,The app notifies my cell phone about the app?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Can i link my paypal account to the app?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,show me all apps with videos,Dataset-level,Filter,Image,Element,,
"End-user,25 GUIs from Dataset,""show me apps with """"add to favorites"""" button"",Dataset-level,Filter,Image,Element,,"
End-user,25 GUIs from Dataset,does this app have captcha verification?,App-level,Inform,Binary,Functionality,,
"End-user,25 GUIs from Dataset,""show me all apps witch """"I'm not a robot"""" checkbox"",Dataset-level,Filter,Image,Element,,"
Developer,25 GUIs from Dataset,What's the goal of the app?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,Does the app require the user to create an account?,App-level,Inform,Binary,Privacy,,
Developer,25 GUIs from Dataset,What are the features you want included in the app?,App-level,Suggest,Textual,Functionality,,
